row_id,order_date,region,product_name,budget
60,2022-06-17 00:00:00,East,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30
61,2022-06-17 00:00:00,East,Plastic Binding Combs,48.48
62,2022-06-17 00:00:00,East,Prang Dustless Chalk Sticks,1.68
63,2021-11-24 00:00:00,West,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98
64,2021-11-24 00:00:00,West,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824
65,2021-11-24 00:00:00,West,Xerox 1943,146.73
66,2021-11-24 00:00:00,West,Luxo Economy Swing Arm Lamp,79.76
67,2021-04-30 00:00:00,Central,"Global Value Mid-Back Manager's Chair, Gray",213.115
68,2020-12-05 00:00:00,West,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024
69,2020-12-05 00:00:00,West,netTALK DUO VoIP Telephone Service,167.968
70,2022-06-04 00:00:00,South,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88
71,2022-09-18 00:00:00,East,Avery Binding System Hidden Tab Executive Style Index Sets,4.616
72,2023-09-14 00:00:00,Central,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05
73,2021-04-26 00:00:00,South,High-Back Leather Manager's Chair,831.936
74,2021-04-26 00:00:00,South,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04
75,2021-04-26 00:00:00,South,Safco Industrial Wire Shelving System,72.784
77,2023-12-09 00:00:00,Central,"6"" Cubicle Wall Clock, Black",9.708
78,2023-12-09 00:00:00,Central,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24
79,2020-11-26 00:00:00,Central,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3
80,2022-06-12 00:00:00,South,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16
81,2022-06-12 00:00:00,South,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74
82,2020-10-12 00:00:00,West,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9
83,2020-10-12 00:00:00,West,"Sortfiler Multipurpose Personal File Organizer, Black",21.39
84,2021-09-03 00:00:00,South,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984
85,2023-11-13 00:00:00,Central,Safco Industrial Wire Shelving,230.376
86,2023-05-28 00:00:00,South,Novimex Swivel Fabric Task Chair,301.96
87,2023-10-26 00:00:00,Central,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99
88,2023-10-26 00:00:00,Central,Avery 511,6.16
89,2022-04-05 00:00:00,Central,Eldon Portable Mobile Manager,158.368
90,2022-09-17 00:00:00,West,Turquoise Lead Holder with Pocket Clip,20.1
91,2022-09-17 00:00:00,West,Panasonic Kx-TS550,73.584
92,2022-09-17 00:00:00,West,Xerox 1995,6.48
93,2021-01-31 00:00:00,Central,Xerox 1999,12.96
94,2021-01-31 00:00:00,Central,"Seth Thomas 13 1/2"" Wall Clock",53.34
95,2021-01-31 00:00:00,Central,Ibico Standard Transparent Covers,32.96
96,2023-11-06 00:00:00,West,Flexible Leather- Look Classic Collection Ring Binder,5.682
97,2023-11-09 00:00:00,East,9-3/4 Diameter Round Wall Clock,96.53
98,2023-06-17 00:00:00,West,Trimflex Flexible Post Binders,51.312
99,2022-09-06 00:00:00,Central,Fellowes Basic Home/Office Series Surge Protectors,77.88
100,2022-08-29 00:00:00,Central,Avery Personal Creations Heavyweight Cards,64.624
101,2022-08-29 00:00:00,Central,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976
102,2022-08-29 00:00:00,Central,Avery Hidden Tab Dividers for Binding Systems,1.788
103,2022-12-01 00:00:00,Central,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92
104,2021-11-13 00:00:00,West,Logitech K350 2.4Ghz Wireless Keyboard,238.896
105,2021-11-13 00:00:00,West,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36
106,2021-11-13 00:00:00,West,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882
107,2023-11-23 00:00:00,South,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112
108,2023-11-23 00:00:00,South,Speck Products Candyshell Flip Case,27.992
109,2023-11-23 00:00:00,South,Newell Chalk Holder,3.304
110,2021-10-15 00:00:00,Central,Logitech Gaming G510s - Keyboard,339.96
111,2023-12-25 00:00:00,East,Magnifier Swing Arm Lamp,41.96
112,2022-11-03 00:00:00,Central,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96
113,2022-11-03 00:00:00,Central,"Avery Durable Plastic 1"" Binders",27.24
114,2020-08-25 00:00:00,East,"OIC Colored Binder Clips, Assorted Sizes",40.096
115,2020-08-25 00:00:00,East,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72
116,2020-08-25 00:00:00,East,Xerox 1921,23.976
117,2020-08-25 00:00:00,East,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464
118,2021-03-02 00:00:00,West,Hon Racetrack Conference Tables,787.53
119,2021-04-05 00:00:00,South,GBC DocuBind 300 Electric Binding Machine,157.794
120,2022-06-12 00:00:00,East,Artistic Insta-Plaque,47.04
121,2022-06-12 00:00:00,East,DXL Angle-View Binders with Locking Rings by Samsill,30.84
122,2022-06-12 00:00:00,East,"Companion Letter/Legal File, Black",226.56
123,2022-06-12 00:00:00,East,Globe Weis Peel & Seel First Class Envelopes,115.02
124,2022-06-12 00:00:00,East,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04
125,2020-12-26 00:00:00,Central,Global Deluxe High-Back Manager's Chair,600.558
126,2020-09-20 00:00:00,Central,Bevis 44 x 96 Conference Tables,617.7
127,2023-11-05 00:00:00,West,"Avery Durable Slant Ring Binders, No Labels",2.388
128,2023-11-05 00:00:00,West,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992
129,2022-11-06 00:00:00,West,"Global Task Chair, Black",81.424
130,2022-11-06 00:00:00,West,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56
131,2023-02-02 00:00:00,East,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97
132,2023-02-02 00:00:00,East,Xerox 1916,78.304
133,2023-02-02 00:00:00,East,Staples,21.456
134,2022-10-13 00:00:00,West,Xerox 195,20.04
135,2022-10-13 00:00:00,West,Xerox 1880,35.44
136,2022-10-13 00:00:00,West,"Sanford Colorific Colored Pencils, 12/Box",11.52
137,2022-10-13 00:00:00,West,Ideal Clamps,4.02
138,2022-10-13 00:00:00,West,GBC Wire Binding Strips,76.176
139,2022-10-13 00:00:00,West,Fiskars Softgrip Scissors,65.88
140,2022-10-13 00:00:00,West,Longer-Life Soft White Bulbs,43.12
141,2022-09-05 00:00:00,East,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8
142,2023-09-18 00:00:00,West,Newell 343,8.82
143,2023-09-18 00:00:00,West,Convenience Packs of Business Envelopes,10.86
144,2023-09-18 00:00:00,West,Xerox 1911,143.7
145,2023-12-22 00:00:00,Central,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43
146,2021-09-07 00:00:00,West,Safco Industrial Wire Shelving,671.93
147,2020-10-22 00:00:00,East,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888
148,2022-12-05 00:00:00,Central,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45
149,2022-12-05 00:00:00,Central,Anker Astro 15000mAh USB Portable Charger,149.97
150,2022-12-05 00:00:00,Central,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84
151,2022-12-05 00:00:00,Central,GBC Prestige Therm-A-Bind Covers,171.55
152,2022-03-13 00:00:00,West,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92
153,2022-03-13 00:00:00,West,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184
154,2021-05-31 00:00:00,West,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38
155,2021-05-31 00:00:00,West,Xerox 1883,105.52
156,2021-05-31 00:00:00,West,"Tenex Personal Project File with Scoop Front Design, Black",80.88
157,2021-05-28 00:00:00,West,Newell 311,6.63
158,2020-03-01 00:00:00,West,Global Deluxe High-Back Manager's Chair,457.568
159,2022-11-20 00:00:00,Central,Avery 519,14.62
160,2022-11-20 00:00:00,Central,Avaya 5420 Digital phone,944.93
161,2022-05-11 00:00:00,West,Xerox 1920,5.98
162,2021-12-28 00:00:00,East,Lenovo 17-Key USB Numeric Keypad,54.384
163,2022-11-16 00:00:00,West,Staple envelope,28.4
164,2022-11-07 00:00:00,West,Wilson Jones International Size A4 Ring Binders,27.68
165,2020-09-08 00:00:00,Central,BIC Brite Liner Highlighters,9.936
166,2020-09-08 00:00:00,Central,Lexmark MX611dhe Monochrome Laser Printer,8159.952
167,2020-09-08 00:00:00,Central,Space Solutions HD Industrial Steel Shelving.,275.928
169,2020-09-08 00:00:00,Central,Sanford Liquid Accent Highlighters,32.064
170,2020-09-08 00:00:00,Central,Kensington 7 Outlet MasterPiece Power Center,177.98
171,2020-09-08 00:00:00,Central,JBL Micro Wireless Portable Bluetooth Speaker,143.976
172,2020-08-05 00:00:00,West,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94
173,2020-08-05 00:00:00,West,Xerox 1913,110.96
174,2020-08-05 00:00:00,West,"Global Value Steno Chair, Gray",340.144
175,2020-09-14 00:00:00,Central,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448
176,2020-09-14 00:00:00,Central,Avery 51,20.16
177,2023-04-21 00:00:00,Central,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264
178,2021-11-21 00:00:00,East,"Padded Folding Chairs, Black, 4/Carton",396.802
179,2021-11-21 00:00:00,East,Acme Rosewood Handle Letter Opener,15.88
180,2021-12-15 00:00:00,East,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28
181,2020-12-05 00:00:00,Central,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816
182,2020-12-05 00:00:00,Central,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
183,2020-11-19 00:00:00,South,AT&T TR1909W,503.96
184,2020-11-19 00:00:00,South,Nokia Lumia 521 (T-Mobile),149.95
185,2020-11-19 00:00:00,South,HP Standard 104 key PS/2 Keyboard,29
186,2022-11-28 00:00:00,East,Avery Poly Binder Pockets,7.16
187,2020-08-26 00:00:00,West,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8
188,2022-07-16 00:00:00,Central,"Personal Filing Tote with Lid, Black/Gray",37.224
189,2022-07-16 00:00:00,Central,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016
190,2021-10-12 00:00:00,East,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136
191,2021-10-12 00:00:00,East,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76
192,2021-10-12 00:00:00,East,Xerox 205,51.84
193,2021-10-12 00:00:00,East,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352
194,2021-10-12 00:00:00,East,4009 Highlighters by Sanford,19.9
195,2021-10-31 00:00:00,West,Poly String Tie Envelopes,14.28
196,2020-03-21 00:00:00,East,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408
197,2020-03-21 00:00:00,East,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048
198,2023-11-06 00:00:00,East,Decoflex Hanging Personal Folder File,46.26
199,2023-07-06 00:00:00,East,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946
200,2023-07-06 00:00:00,East,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056
201,2023-06-24 00:00:00,East,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744
202,2020-08-03 00:00:00,West,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75
203,2020-08-03 00:00:00,West,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6
204,2023-12-17 00:00:00,Central,Eureka Sanitaire  Commercial Upright,66.284
205,2023-06-03 00:00:00,South,"Eldon 200 Class Desk Accessories, Burgundy",35.168
206,2023-12-09 00:00:00,West,Nortel Business Series Terminal T7208 Digital phone,444.768
207,2023-12-01 00:00:00,Central,"Tennsco Lockers, Gray",83.92
208,2023-12-01 00:00:00,Central,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98
209,2023-12-01 00:00:00,Central,"Avery Durable Slant Ring Binders, No Labels",15.92
210,2023-12-01 00:00:00,Central,"Advantus Push Pins, Aluminum Head",52.29
211,2023-12-01 00:00:00,Central,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99
212,2021-02-09 00:00:00,Central,Memorex Micro Travel Drive 8 GB,20.8
213,2021-01-02 00:00:00,East,Avery 505,23.68
214,2021-01-02 00:00:00,East,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45
215,2021-01-02 00:00:00,East,Speck Products Candyshell Flip Case,62.982
216,2021-01-02 00:00:00,East,Cisco 9971 IP Video Phone Charcoal,1188
217,2021-01-02 00:00:00,East,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584
218,2022-10-28 00:00:00,West,"Personal Filing Tote with Lid, Black/Gray",93.06
219,2022-10-28 00:00:00,West,Adtran 1202752G1,302.376
220,2021-12-24 00:00:00,East,OIC Bulk Pack Metal Binder Clips,5.584
221,2021-12-24 00:00:00,East,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704
222,2021-12-24 00:00:00,East,Ibico Standard Transparent Covers,19.776
223,2021-12-24 00:00:00,East,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704
224,2021-12-24 00:00:00,East,Swingline SM12-08 MicroCut Jam Free Shredder,479.988
225,2021-12-24 00:00:00,East,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168
226,2021-08-09 00:00:00,Central,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2
227,2021-08-09 00:00:00,Central,Bevis 36 x 72 Conference Tables,622.45
228,2021-08-09 00:00:00,Central,Rogers Deluxe File Chest,21.98
229,2021-02-28 00:00:00,South,Global Low Back Tilter Chair,161.568
230,2021-02-28 00:00:00,South,"Global Push Button Manager's Chair, Indigo",389.696
231,2020-09-13 00:00:00,South,GBC Instant Index System for Binding Systems,18.648
232,2023-04-07 00:00:00,South,Bush Advantage Collection Round Conference Table,233.86
233,2023-04-07 00:00:00,South,Bretford Rectangular Conference Table Tops,620.6145
234,2023-04-07 00:00:00,South,GBC Instant Index System for Binding Systems,5.328
235,2023-04-07 00:00:00,South,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072
236,2023-04-07 00:00:00,South,Logitech P710e Mobile Speakerphone,617.976
237,2023-11-12 00:00:00,West,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56
238,2022-06-04 00:00:00,Central,Xerox 1957,25.92
239,2022-06-04 00:00:00,Central,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68
240,2022-06-04 00:00:00,Central,Staple-based wall hangings,11.688
241,2022-06-04 00:00:00,Central,PureGear Roll-On Screen Protector,31.984
242,2022-06-04 00:00:00,Central,KI Conference Tables,177.225
243,2022-06-04 00:00:00,Central,Eldon 100 Class Desk Accessories,4.044
244,2022-06-04 00:00:00,Central,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408
245,2020-06-01 00:00:00,Central,Global Deluxe High-Back Manager's Chair,2001.86
246,2020-06-01 00:00:00,Central,Safco Steel Mobile File Cart,166.72
247,2020-06-01 00:00:00,Central,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88
248,2020-06-01 00:00:00,Central,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25
249,2020-06-01 00:00:00,Central,Xerox 205,25.92
250,2022-12-10 00:00:00,West,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568
251,2022-09-11 00:00:00,West,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61
252,2022-09-11 00:00:00,West,Logitech P710e Mobile Speakerphone,3347.37
253,2022-12-10 00:00:00,East,"Fellowes Personal Hanging Folder Files, Navy",80.58
254,2022-12-10 00:00:00,East,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92
255,2021-11-28 00:00:00,Central,Eldon 100 Class Desk Accessories,12.132
256,2021-11-28 00:00:00,Central,"Belkin 19"" Vented Equipment Shelf, Black",82.368
257,2021-11-28 00:00:00,Central,"Tenex Personal Project File with Scoop Front Design, Black",53.92
258,2021-11-28 00:00:00,Central,Logitech Mobile Speakerphone P710e - speaker phone,647.904
259,2023-12-01 00:00:00,East,Sabrent 4-Port USB 2.0 Hub,20.37
260,2023-12-01 00:00:00,East,Safco Industrial Shelving,221.55
261,2023-12-01 00:00:00,East,Acco 3-Hole Punch,17.52
262,2023-06-08 00:00:00,Central,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624
263,2020-09-19 00:00:00,Central,Lexmark MX611dhe Monochrome Laser Printer,3059.982
264,2020-09-19 00:00:00,Central,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958
265,2022-06-06 00:00:00,Central,Cisco Small Business SPA 502G VoIP phone,328.224
266,2021-11-10 00:00:00,West,Microsoft Sculpt Comfort Mouse,79.9
267,2023-06-16 00:00:00,South,"Quartet Omega Colored Chalk, 12/Pack",14.016
268,2022-01-22 00:00:00,East,Bagged Rubber Bands,7.56
269,2023-12-09 00:00:00,East,Safco Commercial Shelving,37.208
270,2023-12-09 00:00:00,East,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576
271,2023-12-28 00:00:00,West,Adjustable Depth Letter/Legal Cart,725.84
272,2021-07-30 00:00:00,West,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93
273,2021-07-30 00:00:00,West,Regeneration Desk Collection,5.28
274,2021-07-30 00:00:00,West,Presstex Flexible Ring Binders,10.92
275,2023-09-16 00:00:00,West,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82
276,2023-09-16 00:00:00,West,Newell 330,5.98
277,2023-10-13 00:00:00,East,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.648
278,2023-10-13 00:00:00,East,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176
279,2023-10-13 00:00:00,East,Eldon Simplefile Box Office,59.712
280,2023-10-13 00:00:00,East,Avery 489,24.84
281,2021-09-26 00:00:00,Central,Round Ring Binders,2.08
282,2021-09-26 00:00:00,Central,Bose SoundLink Bluetooth Speaker,1114.4
283,2021-11-02 00:00:00,West,"Bevis Round Bullnose 29"" High Table Top",1038.84
284,2021-09-26 00:00:00,West,Easy-staple paper,141.76
285,2021-09-26 00:00:00,West,Microsoft Arc Touch Mouse,239.8
286,2021-09-26 00:00:00,West,Xerox 216,31.104
287,2022-12-18 00:00:00,South,GBC VeloBinder Electric Binding Machine,254.058
288,2022-12-18 00:00:00,South,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528
289,2022-12-18 00:00:00,South,Premier Automatic Letter Opener,961.48
290,2022-11-20 00:00:00,East,Advantus SlideClip Paper Clips,19.096
291,2022-11-20 00:00:00,East,Avery 512,18.496
292,2022-11-20 00:00:00,East,Logitech Wireless Gaming Headset G930,255.984
293,2022-11-20 00:00:00,East,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97
294,2020-12-26 00:00:00,West,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416
295,2020-12-26 00:00:00,West,Global Deluxe Office Fabric Chairs,230.352
296,2020-12-26 00:00:00,West,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352
297,2020-12-26 00:00:00,West,Ibico Laser Imprintable Binding System Covers,78.6
298,2020-12-26 00:00:00,West,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552
299,2022-10-28 00:00:00,East,Xerox 223,32.4
300,2022-10-28 00:00:00,East,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48
301,2022-10-28 00:00:00,East,Xerox 1939,56.91
302,2022-10-28 00:00:00,East,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6
303,2022-10-28 00:00:00,East,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28
304,2023-11-19 00:00:00,Central,BPI Conference Tables,219.075
305,2021-05-04 00:00:00,East,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8
306,2020-12-30 00:00:00,Central,Newell 350,9.84
307,2020-06-01 00:00:00,East,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48
308,2020-06-01 00:00:00,East,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2
309,2023-04-15 00:00:00,South,Faber Castell Col-Erase Pencils,4.89
310,2022-09-12 00:00:00,West,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136
311,2022-09-12 00:00:00,West,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768
312,2022-09-12 00:00:00,West,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232
313,2022-09-12 00:00:00,West,Avery 509,6.264
314,2020-09-27 00:00:00,East,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54
315,2020-08-09 00:00:00,South,AT&T 1070 Corded Phone,178.384
316,2020-08-09 00:00:00,South,Xerox 21,15.552
317,2020-12-28 00:00:00,East,"Boston School Pro Electric Pencil Sharpener, 1670",99.136
318,2020-11-04 00:00:00,East,DMI Arturo Collection Mission-style Design Wood Chair,135.882
319,2020-11-04 00:00:00,East,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98
320,2020-11-04 00:00:00,East,Panasonic Kx-TS550,275.94
321,2020-11-04 00:00:00,East,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360
